AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_2_50_4.csv,Y,Yes,4.571331684221046,Y,Yes,4.743362988870025,Y,Yes,2.11967507127074,N,,,N,,,N,,,N,,,N,,,N,3,3,0.3333333333333333,1.0
2_20_2_75_4.csv,Y,Yes,4.404166068733219,Y,Yes,3.676608745495449,Y,No,0.7612312342173461,N,,,N,,,N,,,N,,,N,,,N,3,2,0.3333333333333333,0.6666666666666666
2_20_1.75_50_4.csv,Y,Yes,6.40388222156973,Y,Yes,2.7264121666904666,N,,,N,,,N,,,N,,,N,,,N,,,N,2,2,0.2222222222222222,1.0
1_20_1.25_50_10.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_12.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_14.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_16.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_18.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_20.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_4.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_6.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_8.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
3_20_1.25_50_10.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
3_20_1.25_50_12.csv,Y,Yes,1.7785670020382116,N,,,Y,No,0.7052786869907355,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
