AllPara,isExist1,Pass1,Score_1,isExist2,isExist3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_0.75_150_10.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_12.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_14.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_16.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_18.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_20.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_4.csv,Y,No,1.1462814795605607,N,N,Y,No,1.167160865264071,N,,,2,0,0.4,0.0
2_20_0.75_150_6.csv,Y,No,0.8571780292907738,N,N,Y,No,1.0827515986047715,N,,,2,0,0.4,0.0
2_20_0.75_150_8.csv,Y,No,0.8571780292907738,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_10.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_12.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_14.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_16.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_18.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_20.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_4.csv,Y,No,0.932703776272786,N,N,Y,No,1.1691439491184388,N,,,2,0,0.4,0.0
2_20_0.75_100_6.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_8.csv,Y,No,0.7673443308876349,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_10.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_12.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_14.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_16.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_18.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_20.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_4.csv,Y,No,1.0956283215964033,N,N,Y,Yes,1.5933120114266377,N,,,2,1,0.4,0.5
2_20_0.75_125_6.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_8.csv,Y,No,0.8787236499127755,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_10.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_12.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_14.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_16.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_18.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_20.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_4.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_6.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_100_1.75_150_8.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_10.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_12.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_14.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_16.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_18.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_20.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_4.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_6.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
3_100_1.75_150_8.csv,Y,Yes,1.518280431959436,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_10.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_12.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_14.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_16.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_18.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_20.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_4.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_6.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
1_80_1.75_150_8.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_10.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_12.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_14.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_16.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_18.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_20.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_4.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_6.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
3_80_1.75_150_8.csv,Y,Yes,1.8357376714005547,N,N,N,,,N,,,1,1,0.2,1.0
2_20_1_150_10.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_12.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_14.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_16.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_18.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_20.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_6.csv,Y,No,0.6832143779376643,N,N,Y,No,0.918955422302014,N,,,2,0,0.4,0.0
2_20_1_150_8.csv,Y,No,0.6832143779376643,N,N,Y,No,0.6484119482427356,N,,,2,0,0.4,0.0
2_20_1_150_4.csv,Y,No,0.7934312802104742,N,N,Y,No,0.8645900923897817,N,,,2,0,0.4,0.0
2_20_0.75_75_10.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_12.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_14.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_16.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_18.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_20.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
2_20_0.75_75_8.csv,Y,No,0.4562820117085401,N,N,Y,No,1.422152677848663,N,,,2,0,0.4,0.0
1_120_1.75_150_10.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_12.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_14.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_16.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_18.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_20.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_4.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_6.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_8.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_10.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_12.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_14.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_16.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_18.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_20.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_4.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_6.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_8.csv,Y,No,1.2525973232563625,N,N,N,,,N,,,1,0,0.2,0.0
1_20_0.75_125_10.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_12.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_14.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_16.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_18.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_20.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_4.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_6.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
1_20_0.75_125_8.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_10.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_12.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_14.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_16.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_18.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_20.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_4.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_6.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
3_20_0.75_125_8.csv,Y,No,1.1838789029530639,N,N,Y,No,0.5568168172958616,N,,,2,0,0.4,0.0
2_20_1.25_125_4.csv,Y,No,0.8572259354047459,N,N,N,,,N,,,1,0,0.2,0.0
1_20_0.75_100_10.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
1_20_0.75_100_12.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
1_20_0.75_100_14.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
1_20_0.75_100_16.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
1_20_0.75_100_18.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
1_20_0.75_100_20.csv,Y,No,1.0631577815938464,N,N,Y,No,0.7215925449105047,N,,,2,0,0.4,0.0
