Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Pass8,Para9,Pass9
2_40_1.25_75_12.csv,0.33240770833333333,0.3452634392063731,,2_40_1.75_50_10.csv,0.44967032562039244,0.13486727996291042,,2_40_1.5_75_6.csv,0.160722772313211,0.40282158571219845,,2_20_1.25_75_16.csv,0.8645643120181594,-0.09357794975595661,,,,2_80_1.25_50_16.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_100_4.csv,0.32474843200840514,0.08960608668761914,,2_100_0.75_150_6.csv,0.3144161941036201,-0.04906787345751604,,,
2_40_1.25_75_14.csv,0.33240770833333333,0.3452634392063731,,2_40_1.75_100_10.csv,0.44524395949557793,0.11155435639957334,,2_40_1.5_100_6.csv,0.1597870289066575,0.21170447470576403,,2_20_1.25_75_18.csv,0.8645643120181594,-0.09357794975595661,,,,2_80_1.25_50_18.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_125_4.csv,0.3247484109756217,0.14006982627514927,,2_100_0.75_150_8.csv,0.31441619089822725,-0.049067884009875,,,
2_40_1.25_75_16.csv,0.33240770833333333,0.3452634392063731,,2_40_1.5_50_10.csv,0.4387995138888403,0.09262674300606497,,2_40_0.75_50_6.csv,0.16632089688750437,0.790870249142013,,2_20_1.25_75_20.csv,0.8645643120181594,-0.09357794975595661,,,,2_80_1.25_50_20.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_150_4.csv,0.32474839184101034,0.18914722759295344,,2_100_0.75_150_10.csv,0.3144161819703106,-0.04906787252700304,,,
2_40_1.25_75_18.csv,0.33240770833333333,0.3452634392063731,,2_20_2_100_10.csv,0.4311128356099992,0.0431501629017456,,2_40_2_125_6.csv,0.13342902919163174,0.1445224924236426,,2_20_0.75_50_10.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_75_16.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_200_4.csv,0.32474836623673087,-0.05421058470712037,,2_100_0.75_150_12.csv,0.31441617503901614,-0.04906783243393924,,,
2_40_1.25_75_20.csv,0.33240770833333333,0.3452634392063731,,2_20_2_100_12.csv,0.4311128356099992,0.0431501629017456,,2_20_1_125_6.csv,0.13215164327062653,0.42376213294213677,,2_20_0.75_50_12.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_75_18.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_225_4.csv,0.32474837305969884,-0.0804290195835797,,2_100_0.75_150_14.csv,0.3144161479405515,-0.04906789891500209,,,
2_40_1.5_75_10.csv,0.33240770833333333,0.4539393706115501,,2_20_2_100_14.csv,0.4311128356099992,0.0431501629017456,,2_40_2_225_6.csv,0.157685487036307,0.26461437946253563,,2_20_0.75_50_14.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_75_20.csv,0.4169636573186616,0.06161834168779659,,2_80_0.75_175_4.csv,0.3247483598027834,0.0375401205142648,,2_100_0.75_150_16.csv,0.3144161479405515,-0.04906789891500209,,,
2_40_1.5_75_12.csv,0.33240770833333333,0.41762607687277475,,2_20_2_100_16.csv,0.4311128356099992,0.0431501629017456,,2_40_1_50_4.csv,0.125691189307882,0.6772654677644582,,2_20_0.75_50_16.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_225_14.csv,0.41696365074656216,0.055009541842581194,,2_100_1_200_6.csv,0.299463511899179,0.09822529459750515,,2_100_0.75_150_18.csv,0.3144161479405515,-0.04906789891500209,,,
2_40_1.5_75_14.csv,0.33240770833333333,0.41762607687277475,,2_20_2_100_18.csv,0.4311128356099992,0.0431501629017456,,2_40_2_125_4.csv,0.12391458626922738,0.1523032765627578,,2_20_0.75_50_18.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_175_16.csv,0.416963645211322,0.06161832362871682,,2_100_1_100_6.csv,0.2994635102136106,0.2746394888685474,,2_100_0.75_150_20.csv,0.3144161479405515,-0.04906789891500209,,,
2_40_1.5_75_16.csv,0.33240770833333333,0.41762607687277475,,2_20_2_100_20.csv,0.4311128356099992,0.0431501629017456,,2_40_1.75_225_6.csv,0.15241216913025132,0.2915607399264416,,2_20_0.75_50_20.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_175_18.csv,0.416963645211322,0.06161832362871682,,2_100_1_125_6.csv,0.2994635102136106,0.2746394888685474,,2_120_1.75_175_8.csv,0.3115028750974445,-0.050539646050632325,,,
2_40_1.5_75_18.csv,0.33240770833333333,0.41762607687277475,,2_20_2_100_8.csv,0.4311128356099992,0.0431501629017456,,2_40_1.5_200_6.csv,0.12106032363720123,0.27848927719676503,,2_20_0.75_50_8.csv,0.859577741820682,-0.10764493880750078,,,,2_80_1.25_175_20.csv,0.416963645211322,0.06161832362871682,,2_100_1_50_6.csv,0.2994635102136106,0.2746394888685474,,2_20_0.75_125_10.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1.5_75_20.csv,0.33240770833333333,0.41762607687277475,,2_40_1.5_75_8.csv,0.43069886751089315,0.09681301664330583,,2_40_1.5_175_6.csv,0.12106029507756981,0.11965073582511968,,2_20_0.75_100_4.csv,0.8574140891323533,-0.07238207578016241,,,,2_80_1.25_100_14.csv,0.4169636264295694,0.05500957547876431,,2_100_1_75_6.csv,0.2994635102136106,0.2746394888685474,,2_20_0.75_125_12.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1_50_12.csv,0.30803604166666665,0.3097757954740719,,2_20_1.75_100_10.csv,0.42923101539449704,0.035533813544236216,,2_40_1_225_4.csv,0.1514889912140454,0.7911582296105968,,2_40_0.75_225_4.csv,0.846055660031823,-0.10768618188123741,,,,2_80_1.25_50_14.csv,0.4169636264295694,0.05500957547876431,,2_100_1_175_6.csv,0.2994634671217073,0.09822530297418938,,2_20_0.75_125_14.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1_50_14.csv,0.30803604166666665,0.3097757954740719,,2_20_1.75_100_12.csv,0.42923101539449704,0.035533813544236216,,2_40_1_200_4.csv,0.15148897829634486,0.7632783546934647,,2_20_1.25_50_6.csv,0.8336202550671893,-0.1553701790434533,,,,2_80_1.25_75_14.csv,0.4169636264295694,0.05500957547876431,,2_100_1_150_6.csv,0.29946348423019464,0.27463946559190844,,2_20_0.75_125_16.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1_50_16.csv,0.30803604166666665,0.3097757954740719,,2_20_1.75_100_14.csv,0.42923101539449704,0.035533813544236216,,2_40_1_175_4.csv,0.15148896816372534,0.4290964591985904,,2_20_0.75_200_4.csv,0.816977615327876,-0.05431264405651504,,,,2_80_1.25_200_12.csv,0.4169636421584737,0.055009559227101074,,2_100_1_225_6.csv,0.2994634413207759,0.09822527921985333,,2_20_0.75_125_18.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1_50_18.csv,0.30803604166666665,0.3097757954740719,,2_20_1.75_100_16.csv,0.42923101539449704,0.035533813544236216,,2_40_1_150_4.csv,0.15148895231098491,0.42909634256442764,,2_40_1.25_75_4.csv,0.814034647737454,-0.1716594896703442,,,,2_80_1.25_225_10.csv,0.4169636151371505,0.055009540591950505,,2_100_0.75_100_4.csv,0.298425849483938,0.23274643862480268,,2_20_0.75_125_20.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1_50_20.csv,0.30803604166666665,0.3097757954740719,,2_20_1.75_100_18.csv,0.42923101539449704,0.035533813544236216,,2_40_1_125_4.csv,0.1514889421582291,0.44512875040127076,,2_60_1_50_4.csv,0.8093402551088422,-0.1903109464202277,,,,2_80_1.25_125_14.csv,0.4169636000408767,0.05500956958682229,,2_100_0.75_75_4.csv,0.298425849483938,0.23274643862480268,,2_20_0.75_125_8.csv,0.3074469998373811,-0.012932216426462854,,,
2_40_1.75_50_12.csv,0.307325396,0.4135539116609839,,2_20_1.75_100_20.csv,0.42923101539449704,0.035533813544236216,,2_40_1.75_125_6.csv,0.15134674866376643,0.19385364037295313,,2_60_1_75_4.csv,0.8093402426915163,-0.19031097452785908,,,,2_80_1.25_125_16.csv,0.41696360916517583,0.06161833740518554,,2_100_0.75_125_4.csv,0.2984258525766987,0.2327463776038509,,2_80_0.75_150_10.csv,0.2991929892049392,-0.020328918351686646,,,
2_40_1.75_50_14.csv,0.307325396,0.4135539116609839,,2_20_1.75_100_8.csv,0.42923101539449704,0.035533813544236216,,2_40_1.5_125_6.csv,0.11791028715100393,0.21820405888135896,,2_20_0.75_225_4.csv,0.8022302392961349,-0.0868822586017223,,,,2_80_1.25_125_18.csv,0.41696360916517583,0.06161833740518554,,2_100_0.75_50_4.csv,0.29842585963273344,0.2327464543306199,,2_80_0.75_150_12.csv,0.299192956810786,-0.020328914732578987,,,
2_40_1.75_50_16.csv,0.307325396,0.4135539116609839,,2_40_1.75_50_8.csv,0.4265558513157689,0.13859502622871367,,2_40_1.5_150_6.csv,0.11791026559215788,0.1471376350172006,,2_40_0.75_200_4.csv,0.8016628856442927,-0.12602029208322002,,,,2_80_1.25_125_20.csv,0.41696360916517583,0.06161833740518554,,2_100_0.75_225_4.csv,0.2984257845910958,-0.019061698931073397,,2_80_0.75_150_14.csv,0.299192929691621,-0.02032891325429166,,,
2_40_1.75_50_18.csv,0.307325396,0.4135539116609839,,2_40_1.75_75_8.csv,0.4265557955734035,0.11509645610387048,,2_40_2_225_4.csv,0.14767662174011745,0.27435053212917665,,2_60_1.25_100_4.csv,0.7949616938697499,-0.11421011838890668,,,,2_80_1.25_175_14.csv,0.41696358865582106,0.05500954627481806,,2_100_0.75_150_4.csv,0.2984257451169279,0.29143162903570097,,2_80_0.75_150_16.csv,0.299192929691621,-0.02032891325429166,,,
2_40_1.75_50_20.csv,0.307325396,0.4135539116609839,,2_40_1.75_125_10.csv,0.4259933473608763,0.06683428486335669,,2_40_1.5_225_6.csv,0.1117394077680463,0.27848928366688414,,2_20_0.75_100_6.csv,0.7943000862770537,-0.08069920694053426,,,,2_80_1.25_200_14.csv,0.41696359084102946,0.055009577379744476,,2_100_0.75_200_4.csv,0.2984257619011937,0.013518628918045818,,2_80_0.75_150_18.csv,0.299192929691621,-0.02032891325429166,,,
2_40_1.75_75_12.csv,0.30284533333333336,0.4135538968088629,,2_40_1.75_100_8.csv,0.4222601223075745,0.11509643483999356,,2_40_1_50_6.csv,0.1109270962908385,0.5622186906853266,,2_20_1_50_4.csv,0.7937446762338449,-0.16772358433241108,,,,2_80_1.25_200_10.csv,0.4169635944002309,0.055009562363518075,,2_100_0.75_175_4.csv,0.298425713017556,0.1260069796050115,,2_80_0.75_150_20.csv,0.299192929691621,-0.02032891325429166,,,
2_40_1.75_75_14.csv,0.30284533333333336,0.4135538968088629,,2_40_1.5_100_10.csv,0.4201761168911332,0.08668101177845372,,2_40_1.75_50_8.csv,0.13859502622871367,0.17714321438797612,,2_20_1.25_75_8.csv,0.7925627775993691,-0.09357797100553375,,,,2_80_1.25_175_12.csv,0.416963579212064,0.05500953989756917,,2_80_0.75_150_6.csv,0.2776390447388529,0.2910557724283196,,2_80_0.75_150_8.csv,0.299192905377173,-0.02032892126396643,,,
2_40_1.75_75_16.csv,0.30284533333333336,0.4135538968088629,,2_40_1.5_75_12.csv,0.41762607687277475,0.0874780063550017,,2_40_1.75_50_10.csv,0.13486727996291042,0.20978844329706675,,2_60_1_225_4.csv,0.7921697820949751,-0.09997756907762766,,,,2_80_1.25_125_12.csv,0.41696358551198054,0.055009583714999505,,2_80_0.75_175_6.csv,0.2776390404859913,0.10987812070707853,,2_100_1.5_150_12.csv,0.29468509450545205,-0.06079091360976539,,,
2_40_1.75_75_18.csv,0.30284533333333336,0.4135538968088629,,2_40_1.5_75_14.csv,0.41762607687277475,0.0874780063550017,,2_40_1.75_50_12.csv,0.134867263199248,0.2097884874294133,,2_40_1_225_4.csv,0.7911582296105968,-0.12971992209087993,,,,2_80_1.25_125_10.csv,0.4169635602920341,0.05500957320463031,,2_80_0.75_100_6.csv,0.27763903511439836,0.14939207261332632,,2_100_1.5_100_12.csv,0.2946850578743765,-0.0607908964886539,,,
2_40_1.75_75_20.csv,0.30284533333333336,0.4135538968088629,,2_40_1.5_75_16.csv,0.41762607687277475,0.0874780063550017,,2_40_1.75_50_14.csv,0.134867263199248,0.2097884874294133,,2_40_0.75_50_6.csv,0.790870249142013,-0.16532712457564525,,,,2_80_1.25_100_10.csv,0.416963578625246,0.055009563351483215,,2_80_0.75_125_6.csv,0.2776389907058655,0.23240597095112842,,2_100_1.5_125_12.csv,0.2946850578743765,-0.0607908964886539,,,
2_40_1.5_50_12.csv,0.30170674999999997,0.4031844796498628,,2_40_1.5_75_18.csv,0.41762607687277475,0.0874780063550017,,2_40_1.75_50_16.csv,0.134867263199248,0.2097884874294133,,2_20_1.25_50_4.csv,0.7904413782819386,-0.1121128520506901,,,,2_80_1.25_50_10.csv,0.416963578625246,0.055009563351483215,,2_80_0.75_50_6.csv,0.2776390046247643,0.14939209144179366,,2_100_1.5_50_12.csv,0.2946850578743765,-0.0607908964886539,,,
2_40_1.5_50_14.csv,0.30170674999999997,0.4031844796498628,,2_40_1.5_75_20.csv,0.41762607687277475,0.0874780063550017,,2_40_1.75_50_18.csv,0.134867263199248,0.2097884874294133,,2_20_0.75_100_10.csv,0.7866991479584227,-0.0981049347198098,,,,2_80_1.25_75_10.csv,0.416963578625246,0.055009563351483215,,2_80_0.75_75_6.csv,0.2776390046247643,0.14939209144179366,,2_100_1.5_75_12.csv,0.2946850578743765,-0.0607908964886539,,,
2_40_1.5_50_16.csv,0.30170674999999997,0.4031844796498628,,2_20_1.75_50_10.csv,0.4161458264923439,0.01922756146388312,,2_40_1.75_50_20.csv,0.134867263199248,0.2097884874294133,,2_20_0.75_100_12.csv,0.7866991479584227,-0.0981049347198098,,,,2_80_1.25_100_12.csv,0.41696356695731696,0.0550095442003719,,2_80_0.75_200_6.csv,0.27763898258798214,-0.0139603601047022,,2_120_1.75_100_10.csv,0.2929712165200227,-0.050539659966887966,,,
2_40_1.5_50_18.csv,0.30170674999999997,0.4031844796498628,,2_20_1.75_50_12.csv,0.4161458264923439,0.01922756146388312,,2_40_0.75_50_4.csv,0.13462074155147277,1.1816192286081377,,2_20_0.75_100_14.csv,0.7866991479584227,-0.0981049347198098,,,,2_80_1.25_50_12.csv,0.41696356695731696,0.0550095442003719,,2_80_0.75_225_6.csv,0.27763897147060373,-0.04395957595155501,,2_120_1.75_125_10.csv,0.2929712165200227,-0.050539659966887966,,,
2_40_1.5_50_20.csv,0.30170674999999997,0.4031844796498628,,2_20_1.75_50_14.csv,0.4161458264923439,0.01922756146388312,,2_40_0.75_75_6.csv,0.13338122550642378,0.5229303401493629,,2_20_0.75_100_16.csv,0.7866991479584227,-0.0981049347198098,,,,2_80_1.25_75_12.csv,0.41696356695731696,0.0550095442003719,,2_120_1_50_4.csv,0.27573786165330216,0.1782287530229368,,2_120_1.75_50_10.csv,0.2929712165200227,-0.050539659966887966,,,
2_40_1_50_8.csv,0.3009214166666667,0.30977585198306445,,2_20_1.75_50_16.csv,0.4161458264923439,0.01922756146388312,,2_40_0.75_75_4.csv,0.13338119605690113,0.9494869786329159,,2_20_0.75_100_18.csv,0.7866991479584227,-0.0981049347198098,,,,2_80_1.25_175_10.csv,0.4169634763111658,0.055009549828470075,,2_100_1_200_4.csv,0.27148982809386685,-0.019211373683975005,,2_120_1.75_75_10.csv,0.2929712165200227,-0.050539659966887966,,,
2_40_1.25_50_8.csv,0.30078387500000003,0.3322135350941408,,2_20_1.75_50_18.csv,0.4161458264923439,0.01922756146388312,,2_20_1_150_6.csv,0.10113311022861117,0.4121007403438425,,2_20_0.75_100_20.csv,0.7866991479584227,-0.0981049347198098,,,,2_60_1.25_225_12.csv,0.3798089086747095,0.009082995333307102,,2_100_1_225_4.csv,0.27148983636739943,-0.01921137518070816,,2_120_1.75_150_10.csv,0.29297121412809496,-0.050539657263162015,,,
2_40_0.75_50_10.csv,0.298564271,0.2993220869482718,,2_20_1.75_50_20.csv,0.4161458264923439,0.01922756146388312,,2_40_2_150_6.csv,0.10090203142050225,0.1445225186941072,,2_20_0.75_100_8.csv,0.7866991479584227,-0.0981049347198098,,,,2_60_1.25_75_8.csv,0.37980889439751514,-0.06502812428993454,,2_100_1_100_4.csv,0.27148982124764315,0.10919663779817881,,2_120_0.75_100_4.csv,0.292722556818549,-0.04888644409956476,,,
2_40_0.75_50_12.csv,0.298564271,0.2993220869482718,,2_20_1.75_50_8.csv,0.4161458264923439,0.01922756146388312,,2_40_2_200_6.csv,0.10090202336643281,0.2646143896217309,,2_20_1.25_50_10.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_100_8.csv,0.3798088837151933,-0.01180332243971014,,2_100_1_125_4.csv,0.27148982124764315,0.10919663779817881,,2_120_0.75_125_4.csv,0.292722556818549,-0.04888644409956476,,,
2_40_0.75_50_14.csv,0.298564271,0.2993220869482718,,2_40_1.5_50_8.csv,0.4160059932386405,0.10207593976035814,,2_40_2_175_6.csv,0.10090202039133278,0.144522477679165,,2_20_1.25_50_12.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_100_12.csv,0.37980887996404367,0.009082981665800642,,2_100_1_50_4.csv,0.27148982124764315,0.10919663779817881,,2_120_0.75_150_4.csv,0.292722556818549,-0.04888644409956476,,,
2_40_0.75_50_16.csv,0.298564271,0.2993220869482718,,2_40_1.75_50_12.csv,0.4135539116609839,0.134867263199248,,2_40_1.75_50_4.csv,0.13072634174402178,0.5121691475699849,,2_20_1.25_50_14.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_225_16.csv,0.3798088767764304,0.009083003354636802,,2_100_1_75_4.csv,0.27148982124764315,0.10919663779817881,,2_120_0.75_75_4.csv,0.292722556818549,-0.04888644409956476,,,
2_40_0.75_50_18.csv,0.298564271,0.2993220869482718,,2_40_1.75_50_14.csv,0.4135539116609839,0.134867263199248,,2_60_1_75_4.csv,0.12873584666780974,0.8093402426915163,,2_20_1.25_50_16.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_225_18.csv,0.3798088767764304,0.009083003354636802,,2_100_1_175_4.csv,0.27148980286162694,-0.019211367982537163,,2_100_0.75_150_4.csv,0.29143162903570097,-0.04906788614198649,,,
2_40_0.75_50_20.csv,0.298564271,0.2993220869482718,,2_40_1.75_50_16.csv,0.4135539116609839,0.134867263199248,,2_60_1_50_4.csv,0.1287358246182227,0.8093402551088422,,2_20_1.25_50_18.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_225_20.csv,0.3798088767764304,0.009083003354636802,,2_100_1_150_4.csv,0.2714897965649872,0.10919658385650084,,2_80_0.75_150_6.csv,0.2910557724283196,-0.020328896740291917,,,
2_40_0.75_50_8.csv,0.28833254166666666,0.29932211933335123,,2_40_1.75_50_18.csv,0.4135539116609839,0.134867263199248,,2_60_1_100_4.csv,0.12786063302039946,0.5081855322729414,,2_20_1.25_50_20.csv,0.7739898021320475,-0.1047306353314442,,,,2_60_1.25_225_14.csv,0.37980887394054036,0.00908296305645502,,2_20_2_75_6.csv,0.26696726447872343,0.04256487734365,,2_100_1.5_100_10.csv,0.2858646533782095,-0.06079090018546225,,,
2_40_1.25_75_6.csv,0.28305354166666663,0.2848358337358245,,2_40_1.75_50_20.csv,0.4135539116609839,0.134867263199248,,2_40_1.75_200_6.csv,0.1261327341205395,0.29156071448593585,,2_60_1.25_125_4.csv,0.7714552974225316,-0.03807448894184956,,,,2_60_1.25_200_14.csv,0.37980887294099486,0.009082962061229976,,2_20_2_200_6.csv,0.2636163850315386,0.02103766198420616,,2_100_1.5_125_10.csv,0.2858646533782095,-0.06079090018546225,,,
2_40_1.25_50_4.csv,0.282326125,0.28208368077581486,,2_40_1.75_75_12.csv,0.4135538968088629,0.11155438545989464,,2_40_1.75_175_6.csv,0.12613271781918473,0.16369416028380976,,2_60_1.75_100_8.csv,0.7678483704838215,-0.15415577682656165,,,,2_60_1.25_50_16.csv,0.37980887261584717,-0.047599225582079255,,2_20_2_225_6.csv,0.2636162692723534,-0.01427553230462077,,2_100_1.5_50_10.csv,0.2858646533782095,-0.06079090018546225,,,
2_60_1.25_50_6.csv,0.27826258333333337,0.2569819951472134,,2_40_1.75_75_14.csv,0.4135538968088629,0.11155438545989464,,2_40_1.75_150_6.csv,0.1229475094048744,0.19385360211008817,,2_60_1.75_125_8.csv,0.7678483487373824,-0.1075479482482001,,,,2_60_1.25_50_18.csv,0.37980887261584717,-0.047599225582079255,,2_20_2_125_6.csv,0.26361628057873454,0.056824047166676266,,2_100_1.5_75_10.csv,0.2858646533782095,-0.06079090018546225,,,
2_60_1.25_75_6.csv,0.2739857083333333,0.2569819665761893,,2_40_1.75_75_16.csv,0.4135538968088629,0.11155438545989464,,2_40_2_50_8.csv,0.12229672823715058,0.2897176048859249,,2_60_1.75_50_8.csv,0.7678482990657538,-0.15415578596826962,,,,2_60_1.25_50_20.csv,0.37980887261584717,-0.047599225582079255,,2_20_2_150_6.csv,0.2636162839233468,0.011947368097291512,,2_100_1.5_150_10.csv,0.28586464792162297,-0.060790932481545185,,,
2_40_1_100_4.csv,0.2728102293333333,0.3838128715082485,,2_40_1.75_75_18.csv,0.4135538968088629,0.11155438545989464,,2_40_2_100_8.csv,0.12229669808419012,0.1804691088707876,,2_60_1.75_75_8.csv,0.7678482990657538,-0.15415578596826962,,,,2_60_1.25_200_12.csv,0.379808866217669,0.009082976656866757,,2_20_2_175_6.csv,0.2636162658744474,0.02103767140278366,,2_120_0.75_50_4.csv,0.284896869936504,-0.04888642215694068,,,
