Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Score_8,Pass8,Para9,Pass9
2_20_0.75_150_6.csv,0.4135048333333333,0.002301517501151335,0.0055658781122300514,No,2_80_2_200_14.csv,0.1172982469610636,-0.05329202525869633,-0.454329255887228,No,,,,,,,,,,2_100_0.75_125_4.csv,0.24538624897380285,0.46535983570851835,1.8964381160502586,Yes,2_120_1_50_6.csv,0.47741455056107396,0.16957305211819604,0.3551903726413616,No,2_120_1_100_18.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_150_8.csv,0.4135048333333333,0.002301517501151335,0.0055658781122300514,No,2_80_2_100_18.csv,0.11729824507277178,-0.05329202195849207,-0.45432923506596135,No,,,,,,,,,,2_100_0.75_150_4.csv,0.24538623140601978,0.46535978176985326,1.896438032009473,Yes,2_100_0.75_100_4.csv,0.46535986387943246,0.15236651129716247,0.3274165288492483,No,2_120_1_100_20.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_10.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_125_18.csv,0.11729824507277178,-0.05329202195849207,-0.45432923506596135,No,,,,,,,,,,2_20_1_75_6.csv,0.2223281154346592,0.14315190948121412,0.6438767728559528,Yes,2_100_0.75_75_4.csv,0.46535986387943246,0.15236651129716247,0.3274165288492483,No,2_120_1_125_14.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_12.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_150_20.csv,0.11729824452455687,-0.053292025836145465,-0.454329270247421,No,,,,,,,,,,2_20_1_50_6.csv,0.21697946556367875,0.14013407543697945,0.6458402645288714,Yes,2_100_0.75_175_4.csv,0.46535984494232324,0.01411425740306695,0.030329770727889668,No,2_120_1_125_16.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_14.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_50_18.csv,0.11729824227595514,-0.053292018478746137,-0.45432921623302464,No,,,,,,,,,,2_20_1.75_50_6.csv,0.20713849490706726,0.11400463408325043,0.5503787894876742,Yes,2_100_0.75_125_4.csv,0.46535983570851835,0.15236651697359188,0.3274165608675945,No,2_120_1_125_18.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_16.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_75_18.csv,0.11729824227595514,-0.053292018478746137,-0.45432921623302464,No,,,,,,,,,,2_20_0.75_50_6.csv,0.2064700769446275,0.17305793850904527,0.8381744273551905,Yes,2_100_0.75_200_4.csv,0.465359811075866,0.014114266472549248,0.030329792424314547,No,2_120_1_125_20.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_18.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_225_16.csv,0.11729824111168047,-0.05329202328552507,-0.4543292617217113,No,,,,,,,,,,2_20_0.75_75_6.csv,0.20137174701452304,0.1430224366817722,0.7102408297200568,Yes,2_100_0.75_225_4.csv,0.4653598065262765,0.014114254122814394,0.030329766182798673,No,2_120_1_50_14.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_20.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_225_20.csv,0.1172982403870829,-0.05329201704301256,-0.4543292113091338,No,,,,,,,,,,2_60_1_50_4.csv,0.21313071981259185,0.07428778750665069,0.3485550443970383,No,2_100_0.75_150_4.csv,0.46535978176985326,0.03969785002299533,0.08530571737853393,No,2_120_1_50_16.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_75_8.csv,0.4104445,0.00032758811416282386,0.0007981301105577583,No,2_80_2_50_16.csv,0.11729824031122463,-0.05329201093166043,-0.45432915950198405,No,,,,,,,,,,2_60_1_75_4.csv,0.21313069554101066,0.07428778077914962,0.34855505252576413,No,2_80_0.75_100_4.csv,0.4303031377143927,0.12604875387433392,0.29293012954508574,No,2_120_1_50_18.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_10.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_75_16.csv,0.11729824031122463,-0.05329201093166043,-0.45432915950198405,No,,,,,,,,,,2_20_1.75_75_6.csv,0.19257244655962588,0.1278588308407638,0.6639518431894413,Yes,2_80_0.75_50_4.csv,0.4303031648621957,0.12604875479269315,0.2929301131983544,No,2_120_1_50_20.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_12.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_200_16.csv,0.11729823933269518,-0.05329201839185624,-0.45432922689234145,No,,,,,,,,,,2_20_1.25_50_4.csv,0.1906224560364834,0.07018399870949643,0.3681832674323735,No,2_80_0.75_75_4.csv,0.4303031648621957,0.12604875479269315,0.2929301131983544,No,2_120_1_75_14.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_14.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_200_20.csv,0.11729823771269718,-0.05329202834082417,-0.4543293179847618,No,,,,,,,,,,2_100_0.75_50_4.csv,0.19992799193611055,0.38828315673797176,1.9421150234032882,Yes,2_80_0.75_150_4.csv,0.43030313965071443,0.0331663506487827,0.07707671079440527,No,2_120_1_75_16.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_16.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_175_12.csv,0.11729823745936063,-0.053292024040180574,-0.45432928230182684,No,,,,,,,,,,2_100_0.75_125_12.csv,0.1997200987946948,0.31779434479167856,1.5911986160109,Yes,2_80_0.75_175_4.csv,0.430302963256876,-0.0008184766834365381,-0.0019020939973121583,No,2_120_1_75_18.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_18.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_225_14.csv,0.11729823744716181,-0.05329202418959961,-0.454329283622915,No,,,,,,,,,,2_100_0.75_125_14.csv,0.1997200987946948,0.31779434479167856,1.5911986160109,Yes,2_80_0.75_125_4.csv,0.43030298288013435,0.16720463707969607,0.38857419941769905,No,2_120_1_75_20.csv,0.21968002831511607,0.04158034479203306,0.18927685466422503,No,,
2_20_0.75_125_20.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_175_18.csv,0.11729823703700021,-0.05329202143090117,-0.4543292616929178,No,,,,,,,,,,2_100_0.75_125_16.csv,0.1997200987946948,0.31779434479167856,1.5911986160109,Yes,2_80_0.75_200_4.csv,0.4303029906824686,-0.000818483630399436,-0.0019021100204330574,No,2_120_1_100_10.csv,0.21968000706533347,0.041580348509121824,0.18927688989356098,No,,
2_20_0.75_125_4.csv,0.40602974999999997,0.033470493428822426,0.08243359859424693,No,2_80_2_175_20.csv,0.11729823699221285,-0.053292019587680255,-0.45432924615242243,No,,,,,,,,,,2_100_0.75_125_18.csv,0.1997200987946948,0.31779434479167856,1.5911986160109,Yes,2_80_0.75_225_4.csv,0.43030292809646836,-0.0008184856618537676,-0.0019021150180746009,No,2_120_1_125_10.csv,0.21968000706533347,0.041580348509121824,0.18927688989356098,No,,
2_20_0.75_125_6.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_200_12.csv,0.11729823654066399,-0.053292018553228834,-0.4543292390824136,No,,,,,,,,,,2_100_0.75_125_20.csv,0.1997200987946948,0.31779434479167856,1.5911986160109,Yes,2_120_0.75_100_4.csv,0.4200901591194053,0.17283562863765406,0.41142508312966153,No,2_120_1_50_10.csv,0.21968000706533347,0.041580348509121824,0.18927688989356098,No,,
2_20_0.75_125_8.csv,0.40602974999999997,0.005690107675634182,0.014014016646893935,No,2_80_2_175_14.csv,0.11729823642123102,-0.053292012746331455,-0.4543291900396005,No,,,,,,,,,,2_100_0.75_125_8.csv,0.1997200191509234,0.3177943676094902,1.5911993647934761,Yes,2_120_0.75_125_4.csv,0.4200901591194053,0.17283562863765406,0.41142508312966153,No,2_120_1_75_10.csv,0.21968000706533347,0.041580348509121824,0.18927688989356098,No,,
2_20_0.75_50_10.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_225_18.csv,0.11729823625919492,-0.05329201670391053,-0.45432922440667145,No,,,,,,,,,,2_100_0.75_125_10.csv,0.19972005751872846,0.3177943439858529,1.5911989408277243,Yes,2_120_0.75_75_4.csv,0.4200901591194053,0.17283562863765406,0.41142508312966153,No,2_120_1_150_12.csv,0.21968000019846823,0.04158033310679311,0.18927682569750398,No,,
2_20_0.75_50_12.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_200_18.csv,0.11729823604998507,-0.0532920198276533,-0.45432925184777395,No,,,,,,,,,,2_100_0.75_100_10.csv,0.19972005137131826,0.31779425464578204,1.5911985424785464,Yes,2_120_0.75_175_4.csv,0.4200901580100425,0.031221166301025192,0.07432015653239568,No,2_120_1_150_10.csv,0.2196799847637303,0.04158033633779716,0.18927685370388908,No,,
2_20_0.75_50_14.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_150_18.csv,0.11729823226948877,-0.05329200841905163,-0.454329169229209,No,,,,,,,,,,2_100_0.75_50_10.csv,0.19972005137131826,0.31779425464578204,1.5911985424785464,Yes,2_120_0.75_225_4.csv,0.42009015208921135,0.03122118065008744,0.07432019173698039,No,2_120_0.75_100_12.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_50_16.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_150_14.csv,0.11729823218696969,-0.053292008451253564,-0.45432916982335914,No,,,,,,,,,,2_100_0.75_75_10.csv,0.19972005137131826,0.31779425464578204,1.5911985424785464,Yes,2_120_0.75_200_4.csv,0.42009013444768245,0.031221163751725296,0.07432015463246625,No,2_120_0.75_100_14.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_50_18.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_100_14.csv,0.11729823089905758,-0.05329201713923004,-0.4543292488792191,No,,,,,,,,,,2_100_0.75_100_12.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_150_4.csv,0.42008998468870806,0.17283560329465633,0.41142519363495345,No,2_120_0.75_100_16.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_50_20.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_125_14.csv,0.11729823089905758,-0.05329201713923004,-0.4543292488792191,No,,,,,,,,,,2_100_0.75_100_14.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_100_6.csv,0.4094883303354283,0.19493730758089384,0.4760509473400936,No,2_120_0.75_100_18.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_50_8.csv,0.3592678333333333,0.008653649555087059,0.024086903285488664,No,2_80_2_150_12.csv,0.11729822942610195,-0.05329203451892024,-0.4543294027510816,No,,,,,,,,,,2_100_0.75_100_16.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_125_6.csv,0.4094883303354283,0.19493730758089384,0.4760509473400936,No,2_120_0.75_100_20.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_10.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_100_16.csv,0.11729822895958111,-0.053292020543141694,-0.45432928541065337,No,,,,,,,,,,2_100_0.75_100_18.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_75_6.csv,0.4094883303354283,0.19493730758089384,0.4760509473400936,No,2_120_0.75_125_12.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_12.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_125_16.csv,0.11729822895958111,-0.053292020543141694,-0.45432928541065337,No,,,,,,,,,,2_100_0.75_100_20.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_200_6.csv,0.4094881483538736,0.04713925407726895,0.1151175052727824,No,2_120_0.75_125_14.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_14.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_100_12.csv,0.1172982284554561,-0.053292020629327315,-0.4543292880980288,No,,,,,,,,,,2_100_0.75_50_12.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_225_6.csv,0.4094881354852987,0.04713926425420424,0.11511753374328623,No,2_120_0.75_125_16.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_16.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_125_12.csv,0.1172982284554561,-0.053292020629327315,-0.4543292880980288,No,,,,,,,,,,2_100_0.75_50_14.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_175_6.csv,0.4094881716782439,0.04713925607591863,0.11511750359655903,No,2_120_0.75_125_18.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_18.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_225_12.csv,0.1172982280218284,-0.053292017208880285,-0.4543292606173301,No,,,,,,,,,,2_100_0.75_50_16.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_0.75_150_6.csv,0.409488042688268,0.19493721145561954,0.4760510469997286,No,2_120_0.75_125_20.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_20.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_50_12.csv,0.11729822782405483,-0.05329201637641949,-0.45432925428640347,No,,,,,,,,,,2_100_0.75_50_18.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_175_16.csv,0.4015091304364454,0.10647156169416855,0.26517843212788866,No,2_120_0.75_75_12.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_75_8.csv,0.35810629166666663,0.021655321275841292,0.0604717699179621,No,2_80_2_75_12.csv,0.11729822782405483,-0.05329201637641949,-0.45432925428640347,No,,,,,,,,,,2_100_0.75_50_20.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_225_16.csv,0.4015091124557374,0.10647156596528728,0.26517845464098844,No,2_120_0.75_75_14.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_75_6.csv,0.3545876666666667,0.00032759737108056173,0.0009238825877960459,No,2_80_2_175_16.csv,0.11729822668339782,-0.05329201521582047,-0.45432924881006176,No,,,,,,,,,,2_100_0.75_75_12.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_100_16.csv,0.40150908025133536,0.10647153460071569,0.26517839779381075,No,2_120_0.75_75_16.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_0.75_75_4.csv,0.34723812499999995,0.027668537133162908,0.07968173751993077,No,2_40_0.75_100_10.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_75_14.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_125_16.csv,0.40150908025133536,0.10647153460071569,0.26517839779381075,No,2_120_0.75_75_18.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_125_10.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_12.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_75_16.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_50_16.csv,0.40150908025133536,0.10647153460071569,0.26517839779381075,No,2_120_0.75_75_20.csv,0.2189036135101075,0.03955094288875599,0.18067743265887107,No,,
2_20_1_125_12.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_14.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_75_18.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_75_16.csv,0.40150908025133536,0.10647153460071569,0.26517839779381075,No,2_120_0.75_150_12.csv,0.21890360571967665,0.039550949079436494,0.18067746736928858,No,,
2_20_1_125_14.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_16.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_75_20.csv,0.19971999625331066,0.3177941948207271,1.5911986820671653,Yes,2_120_2_200_16.csv,0.40150904799032394,0.10647155019515085,0.2651784579402971,No,2_120_0.75_150_14.csv,0.21890360571967665,0.039550949079436494,0.18067746736928858,No,,
2_20_1_125_16.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_18.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_175_10.csv,0.19971994456820513,0.31779426623544105,1.5911994514244074,Yes,2_120_2_150_16.csv,0.401509042739427,0.10647155755593767,0.2651784797410802,No,2_120_0.75_150_16.csv,0.21890360571967665,0.039550949079436494,0.18067746736928858,No,,
2_20_1_125_18.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_20.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_175_12.csv,0.19971994456820513,0.31779426623544105,1.5911994514244074,Yes,2_120_2_200_12.csv,0.3923731057839751,0.10647156260095472,0.2713528553090326,No,2_120_0.75_150_18.csv,0.21890360571967665,0.039550949079436494,0.18067746736928858,No,,
2_20_1_125_20.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_8.csv,0.11674829582512217,0.008803274381935703,0.07540387908635661,No,,,,,,,,,,2_100_0.75_175_14.csv,0.19971994456820513,0.31779426623544105,1.5911994514244074,Yes,2_120_2_175_14.csv,0.3923731054110441,0.10647155763795116,0.2713528429182555,No,2_120_0.75_150_20.csv,0.21890360571967665,0.039550949079436494,0.18067746736928858,No,,
2_20_1_125_6.csv,0.3444647916666667,6.055146090388885e-05,0.00017578417988937335,No,2_40_0.75_100_6.csv,0.11674826996000325,0.00880325303581077,0.0754037129528915,No,,,,,,,,,,2_100_0.75_175_16.csv,0.19971994456820513,0.31779426623544105,1.5911994514244074,Yes,2_120_2_175_12.csv,0.39237311257645263,0.10647155316412008,0.27135282656090365,No,2_120_0.75_100_10.csv,0.2189036012325895,0.03955094782725431,0.18067746535257145,No,,
