AllPara,isExist1,Pass1,Score_1,isExist2,isExist3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_0.75_150_10.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_12.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_14.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_16.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_18.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_20.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_150_4.csv,Y,No,-0.20175562021321744,N,N,Y,No,0.05566617352149302,N,,,2,0,0.4,0.0
2_20_0.75_150_6.csv,Y,No,-0.4035822228824559,N,N,Y,No,0.02097854072754616,N,,,2,0,0.4,0.0
2_20_0.75_150_8.csv,Y,No,-0.4035822228824559,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_10.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_12.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_14.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_16.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_18.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_20.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_4.csv,Y,No,-0.12655988895285028,N,N,Y,No,0.02037372095034058,N,,,2,0,0.4,0.0
2_20_0.75_100_6.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_100_8.csv,Y,No,-0.334080757206404,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_10.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_12.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_14.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_16.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_18.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_20.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_4.csv,Y,No,0.019795676640855284,N,N,Y,No,0.3068097684743951,N,,,2,0,0.4,0.0
2_20_0.75_125_6.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
2_20_0.75_125_8.csv,Y,No,-0.19881005548708366,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_10.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_12.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_14.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_16.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_18.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_20.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_4.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_6.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_100_1.75_150_8.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_10.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_12.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_14.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_16.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_18.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_20.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_4.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_6.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
3_100_1.75_150_8.csv,Y,No,-0.09926223541583461,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_10.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_12.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_14.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_16.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_18.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_20.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_4.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_6.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
1_80_1.75_150_8.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_10.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_12.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_14.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_16.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_18.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_20.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_4.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_6.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
3_80_1.75_150_8.csv,Y,No,0.08005284304597954,N,N,N,,,N,,,1,0,0.2,0.0
2_20_1_150_10.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_12.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_14.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_16.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_18.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_20.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_6.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834558330175,N,,,2,0,0.4,0.0
2_20_1_150_8.csv,Y,No,-0.40273843611455984,N,N,Y,No,-0.10169834624048928,N,,,2,0,0.4,0.0
2_20_1_150_4.csv,Y,No,-0.20084324293114292,N,N,Y,No,-0.154839856813172,N,,,2,0,0.4,0.0
2_20_0.75_75_10.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_12.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_14.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_16.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_18.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_20.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
2_20_0.75_75_8.csv,Y,No,-0.305942719757003,N,N,Y,No,-0.06614278790852621,N,,,2,0,0.4,0.0
1_120_1.75_150_10.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_12.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_14.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_16.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_18.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_20.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_4.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_6.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
1_120_1.75_150_8.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_10.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_12.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_14.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
3_120_1.75_150_16.csv,Y,No,-0.016033183910115045,N,N,N,,,N,,,1,0,0.2,0.0
