Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_20_0.75_100_12.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_120_0.75_75_4.csv,0.6179655782768871,0.0854167388381248,0.440538154092754,No,2_100_0.75_125_4.csv,0.11940377729461504,-0.05143821508992795,-2.047360450536003,No
2_20_0.75_100_14.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_120_0.75_175_4.csv,0.6179655361347571,0.005563698408442924,0.028694860751230806,No,2_100_0.75_100_4.csv,0.11940375045332643,-0.05143820733579847,-2.047360141903637,No
2_20_0.75_100_16.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_120_0.75_200_4.csv,0.6179655147652716,0.005563684455322916,0.02869478878779816,No,2_100_0.75_75_4.csv,0.11940375045332643,-0.05143820733579847,-2.047360141903637,No
2_20_0.75_100_18.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_120_0.75_150_4.csv,0.6179653480919777,0.08541671834373316,0.44053804839261157,No,2_120_0.75_50_4.csv,0.11904759871639704,-0.015268887563865383,-0.6077371943658318,No
2_20_0.75_100_20.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_100_0.75_125_12.csv,0.5802715396954747,0.08931234786236646,0.46062981799786795,No,2_40_0.75_50_4.csv,0.10947488295164763,-0.010294112215917835,-0.4097295792127229,No
2_20_0.75_100_4.csv,0.18879835,-0.008829943542713077,-0.12655988895285028,No,,,,,2_100_0.75_125_14.csv,0.5802715396954747,0.08931234786236646,0.46062981799786795,No,2_120_1_100_6.csv,0.10641733727503361,-0.012689859884572363,-0.5050859016996505,No
2_20_0.75_100_6.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_100_0.75_125_16.csv,0.5802715396954747,0.08931234786236646,0.46062981799786795,No,2_120_1_125_6.csv,0.10641733727503361,-0.012689859884572363,-0.5050859016996505,No
2_20_0.75_100_8.csv,0.18879835,-0.023308445110428067,-0.334080757206404,No,,,,,2_100_0.75_125_18.csv,0.5802715396954747,0.08931234786236646,0.46062981799786795,No,2_120_1_75_6.csv,0.10641733727503361,-0.012689859884572363,-0.5050859016996505,No
2_20_0.75_125_10.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_125_20.csv,0.5802715396954747,0.08931234786236646,0.46062981799786795,No,2_120_1_150_6.csv,0.10641732978912591,-0.012689866793011987,-0.5050861766715957,No
2_20_0.75_125_12.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_125_8.csv,0.5802714394804496,0.0893123495374343,0.4606298266370563,No,2_120_1_50_6.csv,0.10641731631658238,-0.012689859881665322,-0.5050859015839435,No
2_20_0.75_125_14.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_125_10.csv,0.5802714811972717,0.08931234752872057,0.4606298162770841,No,2_100_0.75_150_6.csv,0.10252000240265836,-0.034905041335393294,-1.3893017288697047,No
2_20_0.75_125_16.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_100_8.csv,0.5802712051611196,0.08931234828064136,0.4606298201551272,No,2_60_1_125_6.csv,0.10084629041189848,-0.01845785518372839,-0.7346655135451239,No
2_20_0.75_125_18.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_75_8.csv,0.5802712051611196,0.08931234828064136,0.4606298201551272,No,2_60_1.25_125_6.csv,0.10032008746991136,-0.03665301021700852,-1.4588749508551504,No
2_20_0.75_125_20.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_100_10.csv,0.5802713415965808,0.08931229915512257,0.46062956678950284,No,2_80_0.75_125_4.csv,0.10007907059938524,-0.0016046049295046026,-0.06386700365981607,No
2_20_0.75_125_4.csv,0.17621935,0.0013811224754920236,0.019795676640855284,No,,,,,2_100_0.75_50_10.csv,0.5802713415965808,0.08931229915512257,0.46062956678950284,No,,,,,
2_20_0.75_125_6.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_75_10.csv,0.5802713415965808,0.08931229915512257,0.46062956678950284,No,,,,,
2_20_0.75_125_8.csv,0.17621935,-0.013870757790634639,-0.19881005548708366,No,,,,,2_100_0.75_175_10.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_175_12.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_175_14.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_175_16.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_175_18.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_175_20.csv,0.5802712020641098,0.00696087997298217,0.03590084631971541,No,,,,,
1_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_100_12.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_100_14.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_100_16.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_100_18.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_100_20.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_50_12.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_50_14.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_50_16.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_50_18.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_50_20.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_75_12.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_75_14.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
3_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,-0.09926223541583461,No,,,,,2_100_0.75_75_16.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_75_18.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_75_20.csv,0.580271178221485,0.08931232902569017,0.4606297208474181,No,,,,,
1_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_175_8.csv,0.5802711766202979,0.006960884886201986,0.035900871659722736,No,,,,,
1_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_10.csv,0.5802710001072131,0.022200028820833995,0.11449699263361447,No,,,,,
1_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_8.csv,0.5802711201283429,0.0069608861191085974,0.03590087801845769,No,,,,,
1_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_10.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
1_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_12.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
1_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_14.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
1_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_16.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
3_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_18.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
3_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_200_20.csv,0.5802711062337037,0.006960887501071614,0.03590088514595336,No,,,,,
3_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_12.csv,0.5802710052535807,0.022200026766456705,0.11449698203813177,No,,,,,
3_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_14.csv,0.5802710052535807,0.022200026766456705,0.11449698203813177,No,,,,,
3_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_16.csv,0.5802710052535807,0.022200026766456705,0.11449698203813177,No,,,,,
3_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_18.csv,0.5802710052535807,0.022200026766456705,0.11449698203813177,No,,,,,
3_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_20.csv,0.5802710052535807,0.022200026766456705,0.11449698203813177,No,,,,,
3_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_150_8.csv,0.5802711343255675,0.02220003326423418,0.11449701555051979,No,,,,,
3_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,0.08005284304597954,No,,,,,2_100_0.75_225_8.csv,0.5802709518100848,0.006960885668320956,0.03590087569351344,No,,,,,
2_20_1_150_10.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_10.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_12.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_12.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_14.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_14.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_16.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_16.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_18.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_18.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_20.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_225_20.csv,0.5802709792628877,0.006960883931761039,0.035900866737178766,No,,,,,
2_20_1_150_6.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_125_6.csv,0.572002396825406,0.19389177600340574,0.9999998390968927,Yes,,,,,
2_20_1_150_8.csv,0.15725612499999997,-0.028098615468104292,-0.40273843611455984,No,,,,,2_100_0.75_100_6.csv,0.572002350575091,0.19389180720124177,1.0000000000002154,Yes,,,,,
2_20_1_150_4.csv,0.1516559126,-0.01401261103095697,-0.20084324293114292,No,,,,,2_100_0.75_75_6.csv,0.572002350575091,0.19389180720124177,1.0000000000002154,Yes,,,,,
2_20_0.75_75_10.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_0.75_150_6.csv,0.5720020947953971,0.10252000240265836,0.5287485009424568,Yes,,,,,
2_20_0.75_75_12.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_0.75_200_6.csv,0.5720021347740716,0.08177226253565185,0.42174171109147185,No,,,,,
2_20_0.75_75_14.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_0.75_175_6.csv,0.5720021823597161,0.081772237691699,0.4217415829584001,No,,,,,
2_20_0.75_75_16.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_0.75_225_6.csv,0.5720021227949664,0.08177228124379698,0.42174180757902024,No,,,,,
2_20_0.75_75_18.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_1.25_200_12.csv,0.5635823945609437,-0.01234410361533535,-0.06366490566837603,No,,,,,
2_20_0.75_75_20.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_1.25_200_14.csv,0.5635823945609437,-0.0062129896098351185,-0.03204359018319917,No,,,,,
2_20_0.75_75_8.csv,0.15148452499999998,-0.021345285343643508,-0.305942719757003,No,,,,,2_100_1.25_150_12.csv,0.5635823676533468,0.0400001333355898,0.20630130748166153,No,,,,,
1_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_150_14.csv,0.5635823676533468,0.04784143756217802,0.24674295553155237,No,,,,,
1_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_225_12.csv,0.5635823949359742,-0.02025730127556459,-0.10447734521626151,No,,,,,
1_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_225_14.csv,0.5635823949359742,-0.014384731486020187,-0.0741894755310278,No,,,,,
1_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_175_12.csv,0.5635824271303023,0.024653769117577072,0.127152196234852,No,,,,,
1_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_175_14.csv,0.5635824271303023,0.03199368200598875,0.16500791068902232,No,,,,,
1_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_125_12.csv,0.5635824392321631,0.04000012311000851,0.2063012547430676,No,,,,,
1_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_125_14.csv,0.5635824392321631,0.0478414366611451,0.24674295088446113,No,,,,,
1_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_100_12.csv,0.5635823576472627,0.04000013229495631,0.2063013021145782,No,,,,,
1_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_100_14.csv,0.5635823576472627,0.04784143394636291,0.24674293688292992,No,,,,,
3_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_50_12.csv,0.5635823576472627,0.04000013229495631,0.2063013021145782,No,,,,,
3_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_50_14.csv,0.5635823576472627,0.04784143394636291,0.24674293688292992,No,,,,,
3_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_75_12.csv,0.5635823576472627,0.04000013229495631,0.2063013021145782,No,,,,,
3_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1.25_75_14.csv,0.5635823576472627,0.04784143394636291,0.24674293688292992,No,,,,,
3_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1_225_12.csv,0.5276494165319641,0.0004621217889744649,0.002383400287227839,No,,,,,
3_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1_225_14.csv,0.5276494165319641,0.0004621217889744649,0.002383400287227839,No,,,,,
3_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1_225_16.csv,0.5276494165319641,0.0004621217889744649,0.002383400287227839,No,,,,,
3_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1_225_18.csv,0.5276494165319641,0.0004621217889744649,0.002383400287227839,No,,,,,
3_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,-0.016033183910115045,No,,,,,2_100_1_225_20.csv,0.5276494165319641,0.0004621217889744649,0.002383400287227839,No,,,,,
1_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_175_10.csv,0.5276493520062644,0.048938879747744884,0.2524030306085156,No,,,,,
1_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_100_10.csv,0.5276493901268087,0.07472739182957294,0.3854076812643709,No,,,,,
1_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_50_10.csv,0.5276493901268087,0.07472739182957294,0.3854076812643709,No,,,,,
1_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_75_10.csv,0.5276493901268087,0.07472739182957294,0.3854076812643709,No,,,,,
1_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_150_12.csv,0.5276493058114301,0.07472738812181043,0.3854076621415283,No,,,,,
1_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_150_14.csv,0.5276493058114301,0.07472738812181043,0.3854076621415283,No,,,,,
1_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_150_16.csv,0.5276493058114301,0.07472738812181043,0.3854076621415283,No,,,,,
1_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_150_18.csv,0.5276493058114301,0.07472738812181043,0.3854076621415283,No,,,,,
1_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_150_20.csv,0.5276493058114301,0.07472738812181043,0.3854076621415283,No,,,,,
3_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_125_12.csv,0.527649219734618,0.07472737265172742,0.3854075823543355,No,,,,,
3_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_125_14.csv,0.527649219734618,0.07472737265172742,0.3854075823543355,No,,,,,
3_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_125_16.csv,0.527649219734618,0.07472737265172742,0.3854075823543355,No,,,,,
3_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_125_18.csv,0.527649219734618,0.07472737265172742,0.3854075823543355,No,,,,,
3_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_125_20.csv,0.527649219734618,0.07472737265172742,0.3854075823543355,No,,,,,
3_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_175_12.csv,0.5276493570499525,0.04893886918375691,0.2524029761245839,No,,,,,
3_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_175_14.csv,0.5276493570499525,0.04893886918375691,0.2524029761245839,No,,,,,
3_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_175_16.csv,0.5276493570499525,0.04893886918375691,0.2524029761245839,No,,,,,
3_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,-0.15988179088876364,No,,,,,2_100_1_175_18.csv,0.5276493570499525,0.04893886918375691,0.2524029761245839,No,,,,,
2_20_1.25_125_4.csv,0.139828025,-0.0052459695753462356,-0.07519066500190245,No,,,,,2_100_1_175_20.csv,0.5276493570499525,0.04893886918375691,0.2524029761245839,No,,,,,
1_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_200_12.csv,0.5276493198989575,0.00046212332303978345,0.00238340819919349,No,,,,,
1_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_200_14.csv,0.5276493198989575,0.00046212332303978345,0.00238340819919349,No,,,,,
1_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_200_16.csv,0.5276493198989575,0.00046212332303978345,0.00238340819919349,No,,,,,
1_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_200_18.csv,0.5276493198989575,0.00046212332303978345,0.00238340819919349,No,,,,,
1_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_200_20.csv,0.5276493198989575,0.00046212332303978345,0.00238340819919349,No,,,,,
1_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_225_10.csv,0.5276492365013988,0.0004621249924682835,0.0023834168092968467,No,,,,,
1_20_0.75_100_4.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_125_10.csv,0.5276491667491803,0.07472740229251504,0.3854077352271569,No,,,,,
1_20_0.75_100_6.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_100_12.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
1_20_0.75_100_8.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_100_14.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_100_16.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_100_18.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_100_20.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_50_12.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_50_14.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
3_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,-0.2555434135291459,No,,,,,2_100_1_50_16.csv,0.5276492661951181,0.07472739405880886,0.3854076927616897,No,,,,,
