AllPara,isExist1,Pass1,isExist2,isExist3,isExist4,Pass4,isExist5,Pass5,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_0.75_150_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_150_4.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_150_6.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_150_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_4.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_100_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_100_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_4.csv,Y,Yes,N,N,Y,Yes,N,,2,2,0.4,1.0
2_20_0.75_125_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_0.75_125_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_150_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_150_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_80_1.75_150_10.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_12.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_14.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_16.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_18.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_20.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_4.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_6.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_80_1.75_150_8.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_10.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_12.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_14.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_16.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_18.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_20.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_4.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_6.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_80_1.75_150_8.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
2_20_1_150_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_150_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_120_1.75_150_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.75_150_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_120_1.75_150_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_125_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_125_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_125_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1.25_125_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_100_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_100_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_100_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_40_0.75_150_10.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_12.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_14.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_16.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_18.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_20.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_4.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_6.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
1_40_0.75_150_8.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_10.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_12.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_14.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_16.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_18.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_20.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_4.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_6.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
3_40_0.75_150_8.csv,Y,Yes,N,N,Y,No,N,,2,1,0.4,0.5
2_20_1_125_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_6.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_1_125_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_200_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_20_0.75_200_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_75_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_75_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_100_1.75_100_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_100_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_50_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_75_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_100_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_50_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_75_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_125_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_120_1.5_150_10.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_12.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_14.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_16.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_18.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_20.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_4.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_6.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
1_120_1.5_150_8.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_10.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_12.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_14.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_16.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_18.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_20.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_4.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_6.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
3_120_1.5_150_8.csv,Y,Yes,N,N,N,,N,,1,1,0.2,1.0
2_20_0.75_50_10.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_12.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_14.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_16.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_18.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_20.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_0.75_50_8.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_1_100_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_100_6.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
2_20_1_100_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_100_1.75_125_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_10.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_12.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_14.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_16.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_18.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_20.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
3_100_1.75_125_8.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1_125_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_2_150_6.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
2_20_1.25_100_4.csv,Y,No,N,N,N,,N,,1,0,0.2,0.0
1_20_0.75_150_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_150_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_16.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_18.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_20.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_4.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
3_20_0.75_150_8.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_0.75_75_6.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
2_20_1_100_4.csv,Y,No,N,N,Y,Yes,N,,2,1,0.4,0.5
1_20_0.75_50_10.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_50_12.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
1_20_0.75_50_14.csv,Y,No,N,N,Y,No,N,,2,0,0.4,0.0
